"skuId","reservationTerm","retailPrice","productName","armSkuName","skuName"
"DZH318Z0BQM3/002F","1 Year","8303","Virtual Machines LSv2 Series","Standard_L16s_v2","L16s v2"
"DZH318Z092SH/014S","1 Year","1426","Virtual Machines Epdsv5 Series","Standard_E4pds_v5","Standard_E4pds_v5"
"DZH318Z092SH/014P","3 Years","2756","Virtual Machines Epdsv5 Series","Standard_E4pds_v5","Standard_E4pds_v5"
"DZH318Z08MC6/02HV","1 Year","33739","Virtual Machines Ddsv5 Series","Standard_D96ds_v5","Standard_D96ds_v5"
"DZH318Z08MC6/02HS","3 Years","65191","Virtual Machines Ddsv5 Series","Standard_D96ds_v5","Standard_D96ds_v5"
"DZH318Z09V93/001C","3 Years","71710","Ddsv5 Series DedicatedHost","Ddsv5_Type1","Ddsv5 Type1"
"DZH318Z09V93/001B","1 Year","37113","Ddsv5 Series DedicatedHost","Ddsv5_Type1","Ddsv5 Type1"
"DZH318Z09B68/0064","3 Years","69127","ECasv5-series Linux","Standard_EC64as_v5","Standard_EC64as_v5"
"DZH318Z09B68/0065","1 Year","30723","ECasv5-series Linux","Standard_EC64as_v5","Standard_EC64as_v5"
"DZH318Z08MBM/001F","1 Year","229652","Virtual Machines NDamsr A100 v4 Series Linux","Standard_ND96amsr_A100_v4","Standard_ND96amsr_A100_v4"
"DZH318Z08MBM/0017","3 Years","473656","Virtual Machines NDamsr A100 v4 Series Linux","Standard_ND96amsr_A100_v4","Standard_ND96amsr_A100_v4"
"DZH318Z08MC6/02JV","1 Year","2812","Virtual Machines Ddsv5 Series","Standard_D8ds_v5","Standard_D8ds_v5"
"DZH318Z08MC6/02JQ","3 Years","5433","Virtual Machines Ddsv5 Series","Standard_D8ds_v5","Standard_D8ds_v5"
"DZH318Z08M9R/034V","3 Years","98821","Virtual Machines Edv5 Series","Standard_E104id_v5","Standard_E104id_v5"
"DZH318Z08M9R/034X","1 Year","51144","Virtual Machines Edv5 Series","Standard_E104id_v5","Standard_E104id_v5"
"DZH318Z08NRF/0081","1 Year","1906","DCdsv3 Series Linux","Standard_DC2ds_v3","standard_DC2ds_v3"
"DZH318Z08NRF/0082","3 Years","4289","DCdsv3 Series Linux","Standard_DC2ds_v3","standard_DC2ds_v3"
"DZH318Z08MC6/02HN","1 Year","1406","Virtual Machines Ddsv5 Series","Standard_D4ds_v5","Standard_D4ds_v5"
"DZH318Z08MC6/02HT","3 Years","2716","Virtual Machines Ddsv5 Series","Standard_D4ds_v5","Standard_D4ds_v5"
"DZH318Z0BQ4W/00GK","1 Year","16835","Virtual Machines MS Series","Standard_M16s","M16s"
"DZH318Z0BQ4W/00GQ","3 Years","24570","Virtual Machines MS Series","Standard_M16s","M16s"
"DZH318Z0BQ4V/000V","1 Year","11502","Virtual Machines LS Series","Standard_L16s","L16s"
"DZH318Z093X0/03XW","3 Years","3156","Virtual Machines Eadsv5 Series","Standard_E4-2ads_v5","E4-2ads v5"
"DZH318Z093X0/03Z2","1 Year","1633","Virtual Machines Eadsv5 Series","Standard_E4-2ads_v5","E4-2ads v5"
"DZH318Z0K1N4/00BP","5 Years","136645","Virtual Machines HBrsv4 series","Standard_HB176-144rs_v4","HB176-144rsv4"
"DZH318Z0K1N4/00BK","1 Year","61497","Virtual Machines HBrsv4 series","Standard_HB176-144rs_v4","HB176-144rsv4"
"DZH318Z0K1N4/00BR","3 Years","122993","Virtual Machines HBrsv4 series","Standard_HB176-144rs_v4","HB176-144rsv4"
"DZH318Z08Q75/006B","1 Year","20932","Virtual Machines FX Series","Standard_FX36mds","Standard_FX36mds"
"DZH318Z08Q75/0069","3 Years","38316","Virtual Machines FX Series","Standard_FX36mds","Standard_FX36mds"
"DZH318Z0BX5L/03MR","1 Year","46067","Virtual Machines MSv2 Series","Standard_M64s_v2","M64s_v2"
"DZH318Z0BX5L/03MS","3 Years","66725","Virtual Machines MSv2 Series","Standard_M64s_v2","M64s_v2"
"DZH318Z0BQM2/002C","1 Year","42664","Virtual Machines NCSv3 Series","Standard_NC12s_v3","NC12s v3"
"DZH318Z0BQM2/0028","3 Years","64297","Virtual Machines NCSv3 Series","Standard_NC12s_v3","NC12s v3"
"DZH318Z0D1L7/01RD","1 Year","3142","Virtual Machines Ev4 Series","Standard_E8_v4","E8 v4"
"DZH318Z0D1L7/01RC","3 Years","6072","Virtual Machines Ev4 Series","Standard_E8_v4","E8 v4"
"DZH318Z0CZ57/000C","1 Year","45667","LSv2 Series Dedicated Host","Lsv2_Type1","Lsv2 Type1"
"DZH318Z0CZ57/000H","3 Years","90976","LSv2 Series Dedicated Host","Lsv2_Type1","Lsv2 Type1"
"DZH318Z09LQP/00QS","1 Year","24684","Virtual Machines Ebdsv5 Series","Standard_E48bds_v5","Standard_E48bds_v5"
"DZH318Z09LQP/00QR","3 Years","47695","Virtual Machines Ebdsv5 Series","Standard_E48bds_v5","Standard_E48bds_v5"
"DZH318Z0D1L5/018S","1 Year","21459","Virtual Machines Edv4 Series","Standard_E48d_v4","E48d v4"
"DZH318Z0D1L5/018K","3 Years","41464","Virtual Machines Edv4 Series","Standard_E48d_v4","E48d v4"
"DZH318Z096SR/0BWF","1 Year","786","Virtual Machines Esv5 Series","Standard_E2s_v5","E2s v5"
"DZH318Z096SR/0BW7","3 Years","1518","Virtual Machines Esv5 Series","Standard_E2s_v5","E2s v5"
"DZH318Z0BQM2/0021","1 Year","21332","Virtual Machines NCSv3 Series","Standard_NC6s_v3","NC6s v3"
"DZH318Z0BQM2/001F","3 Years","32149","Virtual Machines NCSv3 Series","Standard_NC6s_v3","NC6s v3"
"DZH318Z0K1N4/00BL","5 Years","136645","Virtual Machines HBrsv4 series","Standard_HB176-96rs_v4","HB176-96rsv4"
"DZH318Z0K1N4/00BM","1 Year","61497","Virtual Machines HBrsv4 series","Standard_HB176-96rs_v4","HB176-96rsv4"
"DZH318Z0K1N4/00BS","3 Years","122993","Virtual Machines HBrsv4 series","Standard_HB176-96rs_v4","HB176-96rsv4"
"DZH318Z08M9R/0358","3 Years","17276","Virtual Machines Edv5 Series","Standard_E20d_v5","Standard_E20d_v5"
"DZH318Z08M9R/035H","1 Year","8941","Virtual Machines Edv5 Series","Standard_E20d_v5","Standard_E20d_v5"
"DZH318Z096SN/062J","3 Years","82927","Virtual Machines Edsv5 Series","Standard_E96-24ds_v5","E96-24ds v5"
"DZH318Z096SN/062K","1 Year","42918","Virtual Machines Edsv5 Series","Standard_E96-24ds_v5","E96-24ds v5"
"DZH318Z096SN/0629","3 Years","82927","Virtual Machines Edsv5 Series","Standard_E96ds_v5","E96ds v5"
"DZH318Z096SN/062P","1 Year","42918","Virtual Machines Edsv5 Series","Standard_E96-48ds_v5","E96-48ds v5"
"DZH318Z096SN/0628","1 Year","42918","Virtual Machines Edsv5 Series","Standard_E96ds_v5","E96ds v5"
"DZH318Z096SN/062L","3 Years","82927","Virtual Machines Edsv5 Series","Standard_E96-48ds_v5","E96-48ds v5"
"DZH318Z08NRF/005S","1 Year","45748","DCdsv3 Series Linux","Standard_DC48ds_v3","standard_DC48ds_v3"
"DZH318Z08NRF/005M","3 Years","102934","DCdsv3 Series Linux","Standard_DC48ds_v3","standard_DC48ds_v3"
"DZH318Z0BQ4S/0066","1 Year","5662","Virtual Machines DS Series","Standard_DS13","DS13"
"DZH318Z0BQ4S/001H","3 Years","11427","Virtual Machines DS Series","Standard_DS13","DS13"
"DZH318Z0BQ4B/0052","1 Year","5662","Virtual Machines D Series","Standard_D13","D13"
"DZH318Z0BQ4B/0050","3 Years","11427","Virtual Machines D Series","Standard_D13","D13"
"DZH318Z0C621/00Q9","1 Year","27504","FSv2 Series Dedicated Host","Fsv2_Type4","Fsv2 Type4"
"DZH318Z0C621/00Q8","3 Years","51223","FSv2 Series Dedicated Host","Fsv2_Type4","Fsv2 Type4"
"DZH318Z093X0/03XQ","1 Year","13066","Virtual Machines Eadsv5 Series","Standard_E32-16ads_v5","E32-16ads v5"
"DZH318Z093X0/03XP","3 Years","25246","Virtual Machines Eadsv5 Series","Standard_E32-16ads_v5","E32-16ads v5"
"DZH318Z093X0/047C","3 Years","97196","Virtual Machines Eadsv5 Series","Standard_E112iads_v5","E112iads v5"
"DZH318Z093X0/047D","1 Year","50303","Virtual Machines Eadsv5 Series","Standard_E112iads_v5","E112iads v5"
"DZH318Z08NR7/01QQ","3 Years","9183","Virtual Machines Lsv3 Series","Standard_L8s_v3","Standard_L8s_v3"
"DZH318Z08NR7/01QP","1 Year","4665","Virtual Machines Lsv3 Series","Standard_L8s_v3","Standard_L8s_v3"
"DZH318Z08M9L/02DC","1 Year","501","Virtual Machines Dlsv5 Series","Standard_D2ls_v5","D2ls v5"
"DZH318Z08M9L/02DD","3 Years","969","Virtual Machines Dlsv5 Series","Standard_D2ls_v5","D2ls v5"
"DZH318Z092SD/011F","3 Years","3675","Virtual Machines Dpsv5 Series","Standard_D8ps_v5","Standard_D8ps_v5"
"DZH318Z092SD/011G","1 Year","1902","Virtual Machines Dpsv5 Series","Standard_D8ps_v5","Standard_D8ps_v5"
"DZH318Z08MC6/02JW","1 Year","703","Virtual Machines Ddsv5 Series","Standard_D2ds_v5","Standard_D2ds_v5"
"DZH318Z08MC6/02J4","3 Years","1358","Virtual Machines Ddsv5 Series","Standard_D2ds_v5","Standard_D2ds_v5"
"DZH318Z0BQ51/002M","3 Years","2918","Virtual Machines F Series","Standard_F4","F4"
"DZH318Z0BQ4P/0035","3 Years","2918","Virtual Machines FS Series","Standard_F4s","F4s"
"DZH318Z0BQ4P/0034","1 Year","1459","Virtual Machines FS Series","Standard_F4s","F4s"
"DZH318Z0BQ51/002L","1 Year","1459","Virtual Machines F Series","Standard_F4","F4"
"DZH318Z08M9X/029D","1 Year","28530","Virtual Machines Dv5 Series","Standard_D96_v5","Standard_D96_v5"
"DZH318Z08M9X/029B","3 Years","55125","Virtual Machines Dv5 Series","Standard_D96_v5","Standard_D96_v5"
"DZH318Z092SD/011C","3 Years","7350","Virtual Machines Dpsv5 Series","Standard_D16ps_v5","Standard_D16ps_v5"
"DZH318Z092SD/011D","1 Year","3804","Virtual Machines Dpsv5 Series","Standard_D16ps_v5","Standard_D16ps_v5"
"DZH318Z08M9W/02J7","3 Years","9187","Virtual Machines Dsv5 Series","Standard_D16s_v5","Standard_D16s_v5"
"DZH318Z08M9W/02JD","1 Year","4755","Virtual Machines Dsv5 Series","Standard_D16s_v5","Standard_D16s_v5"
"DZH318Z09B68/005Q","1 Year","46085","ECasv5-series Linux","Standard_EC96as_v5","Standard_EC96as_v5"
"DZH318Z09B68/005S","3 Years","103690","ECasv5-series Linux","Standard_EC96as_v5","Standard_EC96as_v5"
"DZH318Z08VHS/0046","1 Year","104378","MdSv2 Series Dedicated Host","Mdsv2MedMem_Type1","Mdsv2MedMem Type1"
"DZH318Z08VHS/0049","3 Years","151169","MdSv2 Series Dedicated Host","Mdsv2MedMem_Type1","Mdsv2MedMem Type1"
"DZH318Z093X0/03Z5","1 Year","3266","Virtual Machines Eadsv5 Series","Standard_E8-2ads_v5","E8-2ads v5"
"DZH318Z093X0/03Z4","3 Years","6311","Virtual Machines Eadsv5 Series","Standard_E8-2ads_v5","E8-2ads v5"
"DZH318Z0CGPD/001H","3 Years","6736","Virtual Machines NVasv4 Series","Standard_NV8as_v4","NV8as v4"
"DZH318Z0CGPD/001N","1 Year","3266","Virtual Machines NVasv4 Series","Standard_NV8as_v4","NV8as v4"
"DZH318Z092S2/010S","3 Years","12399","Virtual Machines Dplsv5 Series","Standard_D32pls_v5","Standard_D32pls_v5"
"DZH318Z092S2/010V","1 Year","6417","Virtual Machines Dplsv5 Series","Standard_D32pls_v5","Standard_D32pls_v5"
"DZH318Z0DFW0/000K","3 Years","56613","Ddsv4 Series Dedicated Host","Ddsv4_Type 1","Ddsv4 Type 1"
"DZH318Z0DFW0/001R","1 Year","27678","Ddsv4 Series Dedicated Host","Ddsv4_Type 1","Ddsv4 Type 1"
"DZH318Z0BX5L/002P","1 Year","272792","Virtual Machines MSv2 Series","Standard_M208ms_v2","M208ms v2"
"DZH318Z0BX5L/02BK","3 Years","395077","Virtual Machines MSv2 Series","Standard_M208-52ms_v2","M208-52ms_v2"
"DZH318Z0BX5L/001N","3 Years","395077","Virtual Machines MSv2 Series","Standard_M208ms_v2","M208ms v2"
"DZH318Z0BX5L/02BN","1 Year","272792","Virtual Machines MSv2 Series","Standard_M208-52ms_v2","M208-52ms_v2"
"DZH318Z0BX5L/02B7","1 Year","272792","Virtual Machines MSv2 Series","Standard_M208-104ms_v2","M208-104ms_v2"
"DZH318Z0BX5L/02B3","3 Years","395077","Virtual Machines MSv2 Series","Standard_M208-104ms_v2","M208-104ms_v2"
"DZH318Z0CSHM/00S6","1 Year","11246","Virtual Machines Ddsv4 Series","Standard_D32ds_v4","D32ds v4"
"DZH318Z0CSHM/00SC","3 Years","21730","Virtual Machines Ddsv4 Series","Standard_D32ds_v4","D32ds v4"
"DZH318Z0BQ4W/00NK","3 Years","25348","Virtual Machines MS Series","Standard_M32ls","M32ls"
"DZH318Z0BQ4W/00NG","1 Year","17368","Virtual Machines MS Series","Standard_M32ls","M32ls"
"DZH318Z08M9B/02GX","1 Year","574","Virtual Machines Dldsv5 Series","Standard_D2lds_v5","D2lds v5"
"DZH318Z08M9B/02GF","3 Years","1050","Virtual Machines Dldsv5 Series","Standard_D2lds_v5","D2lds v5"
"DZH318Z08M9J/0397","1 Year","6285","Virtual Machines Ev5 Series","Standard_E16_v5","Standard_E16_v5"
"DZH318Z08M9J/0394","3 Years","12143","Virtual Machines Ev5 Series","Standard_E16_v5","Standard_E16_v5"
"DZH318Z0BQ4W/0072","3 Years","63261","Virtual Machines MS Series","Standard_M32ms","M32ms"
"DZH318Z0BQ4W/012D","3 Years","63261","Virtual Machines MS Series","Standard_M32-8ms","M32-8ms"
"DZH318Z0BQ4W/007H","1 Year","43346","Virtual Machines MS Series","Standard_M32ms","M32ms"
"DZH318Z0BQ4W/0152","1 Year","43346","Virtual Machines MS Series","Standard_M32-16ms","M32-16ms"
"DZH318Z0BQ4W/012C","1 Year","43346","Virtual Machines MS Series","Standard_M32-8ms","M32-8ms"
"DZH318Z0BQ4W/0154","3 Years","63261","Virtual Machines MS Series","Standard_M32-16ms","M32-16ms"
"DZH318Z0C0XF/0015","3 Years","32955","Virtual Machines NVSv3 Series","Standard_NV24s_v3","NV24s v3"
"DZH318Z0C0XF/001V","1 Year","15978","Virtual Machines NVSv3 Series","Standard_NV24s_v3","NV24s v3"
"DZH318Z0CTQD/0014","3 Years","1043307","MSv2 Series Dedicated Host","Msmv2_Type1","Msmv2 Type1"
"DZH318Z0CTQD/000G","1 Year","720379","MSv2 Series Dedicated Host","Msmv2_Type1","Msmv2 Type1"
"DZH318Z0D1L4/01DG","1 Year","594","Virtual Machines Dv4 Series","Standard_D2_v4","D2 v4"
"DZH318Z0D1L4/01DH","3 Years","1148","Virtual Machines Dv4 Series","Standard_D2_v4","D2 v4"
"DZH318Z093X0/03ZB","1 Year","43117","Virtual Machines Eadsv5 Series","Standard_E96iads_v5","E96iads v5"
"DZH318Z093X0/03ZC","3 Years","83311","Virtual Machines Eadsv5 Series","Standard_E96iads_v5","E96iads v5"
"DZH318Z092QL/00ZP","1 Year","14720","Virtual Machines Dpldsv5 Series","Standard_D64plds_v5","Standard_D64plds_v5"
"DZH318Z092QL/00ZM","3 Years","28441","Virtual Machines Dpldsv5 Series","Standard_D64plds_v5","Standard_D64plds_v5"
"DZH318Z0CGR8/00JT","1 Year","30748","Virtual Machines HBSv2 Series","Standard_HB120-64rs_v2","Standard_HB120-64rs_v2"
"DZH318Z0CGR8/0004","1 Year","30748","Virtual Machines HBSv2 Series","Standard_HB120rs_v2","HB120rs v2"
"DZH318Z0CGR8/00JM","3 Years","61495","Virtual Machines HBSv2 Series","Standard_HB120-16rs_v2","Standard_HB120-16rs_v2"
"DZH318Z0CGR8/00JX","3 Years","61495","Virtual Machines HBSv2 Series","Standard_HB120-96rs_v2","Standard_HB120-96rs_v2"
"DZH318Z0CGR8/00JV","3 Years","61495","Virtual Machines HBSv2 Series","Standard_HB120-32rs_v2","Standard_HB120-32rs_v2"
"DZH318Z0CGR8/00JN","1 Year","30748","Virtual Machines HBSv2 Series","Standard_HB120-16rs_v2","Standard_HB120-16rs_v2"
"DZH318Z0CGR8/00JW","1 Year","30748","Virtual Machines HBSv2 Series","Standard_HB120-32rs_v2","Standard_HB120-32rs_v2"
"DZH318Z0CGR8/00KD","1 Year","30748","Virtual Machines HBSv2 Series","Standard_HB120-96rs_v2","Standard_HB120-96rs_v2"
"DZH318Z0CGR8/00JR","3 Years","61495","Virtual Machines HBSv2 Series","Standard_HB120-64rs_v2","Standard_HB120-64rs_v2"
"DZH318Z0CGR8/0006","3 Years","61495","Virtual Machines HBSv2 Series","Standard_HB120rs_v2","HB120rs v2"
"DZH318Z09B6C/004T","1 Year","23323","DCasv5-series Linux","Standard_DC64as_v5","Standard_DC64as_v5"
"DZH318Z09B6C/004P","3 Years","52476","DCasv5-series Linux","Standard_DC64as_v5","Standard_DC64as_v5"
"DZH318Z08M9R/035J","1 Year","894","Virtual Machines Edv5 Series","Standard_E2d_v5","Standard_E2d_v5"
"DZH318Z08M9R/035L","3 Years","1728","Virtual Machines Edv5 Series","Standard_E2d_v5","Standard_E2d_v5"
"DZH318Z0K1LF/009D","3 Years","147586","Virtual Machines HXrs Series","Standard_HX176-144rs","HX176-144rs"
"DZH318Z0K1LF/008Z","5 Years","163968","Virtual Machines HXrs Series","Standard_HX176-144rs","HX176-144rs"
"DZH318Z0K1LF/009B","1 Year","73793","Virtual Machines HXrs Series","Standard_HX176-144rs","HX176-144rs"
"DZH318Z0BQ4P/002H","3 Years","741","Virtual Machines FS Series","Standard_F1s","F1s"
"DZH318Z0BQ51/0024","1 Year","362","Virtual Machines F Series","Standard_F1","F1"
"DZH318Z0BQ51/0025","3 Years","741","Virtual Machines F Series","Standard_F1","F1"
"DZH318Z0BQ4P/002G","1 Year","362","Virtual Machines FS Series","Standard_F1s","F1s"
"DZH318Z096SN/063M","1 Year","894","Virtual Machines Edsv5 Series","Standard_E2ds_v5","E2ds v5"
"DZH318Z096SN/063L","3 Years","1728","Virtual Machines Edsv5 Series","Standard_E2ds_v5","E2ds v5"
"DZH318Z096SN/063J","1 Year","8941","Virtual Machines Edsv5 Series","Standard_E20ds_v5","E20ds v5"
"DZH318Z096SN/063F","3 Years","17276","Virtual Machines Edsv5 Series","Standard_E20ds_v5","E20ds v5"
"DZH318Z0CSHK/02TW","3 Years","13821","Virtual Machines Edsv4 Series","Standard_E16-4ds_v4","E16-4ds v4"
"DZH318Z0CSHK/02TV","1 Year","7153","Virtual Machines Edsv4 Series","Standard_E16-4ds_v4","E16-4ds v4"
"DZH318Z093WZ/040F","3 Years","10945","Virtual Machines Easv5 Series","Standard_E16-8as_v5","E16-8as v5"
"DZH318Z093WZ/040D","1 Year","5665","Virtual Machines Easv5 Series","Standard_E16-8as_v5","E16-8as v5"
"DZH318Z08M9W/02J2","1 Year","19020","Virtual Machines Dsv5 Series","Standard_D64s_v5","Standard_D64s_v5"
"DZH318Z08M9W/02HV","3 Years","36750","Virtual Machines Dsv5 Series","Standard_D64s_v5","Standard_D64s_v5"
"DZH318Z0CM2C/0068","3 Years","5532","Virtual Machines Dasv4 Series","Standard_D8as_v4","D8as v4"
"DZH318Z0CM2B/0065","3 Years","5532","Virtual Machines Dav4 Series","Standard_D8a_v4","D8a v4"
"DZH318Z0CM2B/0063","1 Year","2680","Virtual Machines Dav4 Series","Standard_D8a_v4","D8a v4"
"DZH318Z0CM2C/0067","1 Year","2680","Virtual Machines Dasv4 Series","Standard_D8as_v4","D8as v4"
"DZH318Z08M9L/02DB","1 Year","1003","Virtual Machines Dlsv5 Series","Standard_D4ls_v5","D4ls v5"
"DZH318Z08M9L/02D8","3 Years","1937","Virtual Machines Dlsv5 Series","Standard_D4ls_v5","D4ls v5"
"DZH318Z0CM2D/022W","3 Years","6391","Virtual Machines Easv4 Series","Standard_E8-4as_v4","E8-4as_v4"
"DZH318Z0CM2D/0233","1 Year","3196","Virtual Machines Easv4 Series","Standard_E8-4as_v4","E8-4as_v4"
"DZH318Z0CM2D/0231","3 Years","12783","Virtual Machines Easv4 Series","Standard_E16-8as_v4","E16-8as_v4"
"DZH318Z0CM2D/0232","1 Year","6391","Virtual Machines Easv4 Series","Standard_E16-8as_v4","E16-8as_v4"
"DZH318Z08M9J/039C","1 Year","18854","Virtual Machines Ev5 Series","Standard_E48_v5","Standard_E48_v5"
"DZH318Z08M9J/0396","3 Years","36430","Virtual Machines Ev5 Series","Standard_E48_v5","Standard_E48_v5"
"DZH318Z0BQ4R/02Q0","1 Year","7827","Virtual Machines ESv3 Series","Standard_E20s_v3","E20s v3"
"DZH318Z0BQ4L/018T","3 Years","15766","Virtual Machines Ev3 Series","Standard_E20_v3","E20 v3"
"DZH318Z0BQ4R/02Q1","3 Years","15766","Virtual Machines ESv3 Series","Standard_E20s_v3","E20s v3"
"DZH318Z0BQ4L/0191","1 Year","7827","Virtual Machines Ev3 Series","Standard_E20_v3","E20 v3"
"DZH318Z0CM2D/0224","1 Year","12783","Virtual Machines Easv4 Series","Standard_E32-8as_v4","E32-8as_v4"
"DZH318Z0CM2D/0228","3 Years","25565","Virtual Machines Easv4 Series","Standard_E32-8as_v4","E32-8as_v4"
"DZH318Z0K1N4/00BW","1 Year","61497","Virtual Machines HBrsv4 series","Standard_HB176rs_v4","HB176rsv4"
"DZH318Z0K1N4/00BV","5 Years","136645","Virtual Machines HBrsv4 series","Standard_HB176rs_v4","HB176rsv4"
"DZH318Z0K1N4/00BT","3 Years","122993","Virtual Machines HBrsv4 series","Standard_HB176rs_v4","HB176rsv4"
"DZH318Z0BXNZ/000R","3 Years","54526","Virtual Machines HBS Series","Standard_HB60rs","HB60rs"
"DZH318Z0BXNZ/000V","1 Year","22070","Virtual Machines HBS Series","Standard_HB60rs","HB60rs"
"DZH318Z08MC6/02J1","3 Years","32596","Virtual Machines Ddsv5 Series","Standard_D48ds_v5","Standard_D48ds_v5"
"DZH318Z08MC6/02HZ","1 Year","16870","Virtual Machines Ddsv5 Series","Standard_D48ds_v5","Standard_D48ds_v5"
"DZH318Z08W0T/017W","3 Years","8309","Virtual Machines Dasv5 Series","Standard_D16as_v5","Standard_D16as_v5"
"DZH318Z08W0T/0182","1 Year","4300","Virtual Machines Dasv5 Series","Standard_D16as_v5","Standard_D16as_v5"
"DZH318Z09B68/006Z","3 Years","17282","ECasv5-series Linux","Standard_EC16as_v5","Standard_EC16as_v5"
"DZH318Z09B68/0072","1 Year","7681","ECasv5-series Linux","Standard_EC16as_v5","Standard_EC16as_v5"
"DZH318Z0BX5L/06QC","1 Year","406289","Virtual Machines MSv2 Series","Standard_M416s_8_v2","Standard_M416s_8_v2"
"DZH318Z0BX5L/06QB","3 Years","588409","Virtual Machines MSv2 Series","Standard_M416s_8_v2","Standard_M416s_8_v2"
"DZH318Z0BQ35/0032","3 Years","237","Virtual Machines BS Series","Standard_B1ms","B1ms"
"DZH318Z0BQ35/0030","1 Year","123","Virtual Machines BS Series","Standard_B1ms","B1ms"
"DZH318Z08NR0/0066","1 Year","19342","DCsv3 Series Linux","Standard_DC24s_v3","standard_DC24s_v3"
"DZH318Z08NR0/0065","3 Years","43520","DCsv3 Series Linux","Standard_DC24s_v3","standard_DC24s_v3"
"DZH318Z0BQ4X/002M","3 Years","7358","Virtual Machines FSv2 Series","Standard_F16s_v2","F16s v2"
"DZH318Z0BQ4X/0026","1 Year","4026","Virtual Machines FSv2 Series","Standard_F16s_v2","F16s v2"
"DZH318Z08M9W/02JC","1 Year","9510","Virtual Machines Dsv5 Series","Standard_D32s_v5","Standard_D32s_v5"
"DZH318Z08M9W/02JB","3 Years","18375","Virtual Machines Dsv5 Series","Standard_D32s_v5","Standard_D32s_v5"
"DZH318Z0BQ4C/02BN","1 Year","4319","Virtual Machines DSv2 Series","Standard_DS13-4_v2","DS13-4 v2"
"DZH318Z0BQ4C/0274","3 Years","8587","Virtual Machines DSv2 Series","Standard_DS13-2_v2","DS13-2 v2"
"DZH318Z0BQ4C/0289","3 Years","8587","Virtual Machines DSv2 Series","Standard_DS13-4_v2","DS13-4 v2"
"DZH318Z0BQ4C/00G1","3 Years","8587","Virtual Machines DSv2 Series","Standard_DS13_v2","DS13 v2"
"DZH318Z0BQ4C/0276","1 Year","4319","Virtual Machines DSv2 Series","Standard_DS13-2_v2","DS13-2 v2"
"DZH318Z0BQ34/0052","1 Year","4319","Virtual Machines Dv2 Series","Standard_D13_v2","D13 v2"
"DZH318Z0BQ34/0053","3 Years","8587","Virtual Machines Dv2 Series","Standard_D13_v2","D13 v2"
"DZH318Z0BQ4C/003J","1 Year","4319","Virtual Machines DSv2 Series","Standard_DS13_v2","DS13 v2"
"DZH318Z0BQ4C/00DD","1 Year","8639","Virtual Machines DSv2 Series","Standard_DS14_v2","DS14 v2"
"DZH318Z0BQ4C/02MZ","1 Year","8639","Virtual Machines DSv2 Series","Standard_DS14-8_v2","DS14-8 v2"
"DZH318Z0BQ4C/02HF","1 Year","8639","Virtual Machines DSv2 Series","Standard_DS14-4_v2","DS14-4 v2"
"DZH318Z0BQ4C/007T","3 Years","17174","Virtual Machines DSv2 Series","Standard_DS14_v2","DS14 v2"
"DZH318Z0BQ4C/02H9","3 Years","17174","Virtual Machines DSv2 Series","Standard_DS14-4_v2","DS14-4 v2"
"DZH318Z0BQ34/0050","1 Year","8639","Virtual Machines Dv2 Series","Standard_D14_v2","D14 v2"
"DZH318Z0BQ4C/02N1","3 Years","17174","Virtual Machines DSv2 Series","Standard_DS14-8_v2","DS14-8 v2"
"DZH318Z0BQ34/0051","3 Years","17174","Virtual Machines Dv2 Series","Standard_D14_v2","D14 v2"
"DZH318Z0D1L4/01DC","1 Year","2377","Virtual Machines Dv4 Series","Standard_D8_v4","D8 v4"
"DZH318Z0D1L4/01DF","3 Years","4594","Virtual Machines Dv4 Series","Standard_D8_v4","D8 v4"
"DZH318Z0BQ4L/0037","3 Years","25304","Virtual Machines Ev3 Series","Standard_E32_v3","E32 v3"
"DZH318Z0BQ4R/01J4","1 Year","13190","Virtual Machines ESv3 Series","Standard_E32-16s_v3","E32-16s v3"
"DZH318Z0BQ4R/027H","3 Years","25304","Virtual Machines ESv3 Series","Standard_E32-8s_v3","E32-8s v3"
"DZH318Z0BQ4R/003F","3 Years","25304","Virtual Machines ESv3 Series","Standard_E32s_v3","E32s v3"
"DZH318Z0BQ4R/027F","1 Year","13190","Virtual Machines ESv3 Series","Standard_E32-8s_v3","E32-8s v3"
"DZH318Z0BQ4R/003D","1 Year","13190","Virtual Machines ESv3 Series","Standard_E32s_v3","E32s v3"
"DZH318Z0BQ4R/01J1","3 Years","25304","Virtual Machines ESv3 Series","Standard_E32-16s_v3","E32-16s v3"
"DZH318Z0BQ4L/0036","1 Year","13190","Virtual Machines Ev3 Series","Standard_E32_v3","E32 v3"
"DZH318Z0K1LF/0082","5 Years","163968","Virtual Machines HXrs Series","Standard_HX176-24rs","HX176-24rs"
"DZH318Z0K1LF/0081","1 Year","73793","Virtual Machines HXrs Series","Standard_HX176-24rs","HX176-24rs"
"DZH318Z0K1LF/0083","3 Years","147586","Virtual Machines HXrs Series","Standard_HX176-24rs","HX176-24rs"
"DZH318Z08M9B/02GP","1 Year","18358","Virtual Machines Dldsv5 Series","Standard_D64lds_v5","D64lds v5"
"DZH318Z08M9B/02GL","3 Years","33605","Virtual Machines Dldsv5 Series","Standard_D64lds_v5","D64lds v5"
"DZH318Z0BQ34/005H","3 Years","21467","Virtual Machines Dv2 Series","Standard_D15_v2","D15 v2"
